Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit [time unit]	Characteristics[sex]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[developmental stage]	Factor Value[organism part]
5664sTS.Human.Forebrain.10w.Female	ERS2510157	SAMEA4689973	Homo sapiens	normal	10 week post conception	12149	10	week	female	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5664sTS.Human.Forebrain.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5664sTS.Human.Forebrain.10w.Female	sequencing assay	ERX2614332	5664sTS.Human.Forebrain.10w.Female.fastq.gz	5664sTS.Human.Forebrain.10w.Female.fastq.gz	ERR2598051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598051/ERR2598051.fastq.gz	P-MTAB-75114	P-MTAB-75113	5664sTS.Human.Forebrain.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5664sTS.Human.Forebrain.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	forebrain
5677sTS.Human.Ovary.10w.Female	ERS2510172	SAMEA4689988	Homo sapiens	normal	10 week post conception	12149	10	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5677sTS.Human.Ovary.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5677sTS.Human.Ovary.10w.Female	sequencing assay	ERX2614347	5677sTS.Human.Ovary.10w.Female.fastq.gz	5677sTS.Human.Ovary.10w.Female.fastq.gz	ERR2598066	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598066/ERR2598066.fastq.gz	P-MTAB-75114	P-MTAB-75113	5677sTS.Human.Ovary.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5677sTS.Human.Ovary.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	ovary
5678sTS.Human.Liver.10w.Female	ERS2510170	SAMEA4689986	Homo sapiens	normal	10 week post conception	12149	10	week	female	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5678sTS.Human.Liver.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5678sTS.Human.Liver.10w.Female	sequencing assay	ERX2614345	5678sTS.Human.Liver.10w.Female.fastq.gz	5678sTS.Human.Liver.10w.Female.fastq.gz	ERR2598064	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598064/ERR2598064.fastq.gz	P-MTAB-75114	P-MTAB-75113	5678sTS.Human.Liver.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5678sTS.Human.Liver.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	liver
5679sTS.Human.Heart.10w.Female	ERS2510161	SAMEA4689977	Homo sapiens	normal	10 week post conception	12149	10	week	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5679sTS.Human.Heart.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5679sTS.Human.Heart.10w.Female	sequencing assay	ERX2614336	5679sTS.Human.Heart.10w.Female.fastq.gz	5679sTS.Human.Heart.10w.Female.fastq.gz	ERR2598055	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598055/ERR2598055.fastq.gz	P-MTAB-75114	P-MTAB-75113	5679sTS.Human.Heart.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5679sTS.Human.Heart.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	heart
5743sTS.Human.Hindbrain.10w.Female	ERS2510163	SAMEA4689979	Homo sapiens	normal	10 week post conception	12149	10	week	female	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5743sTS.Human.Hindbrain.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5743sTS.Human.Hindbrain.10w.Female	sequencing assay	ERX2614338	5743sTS.Human.Hindbrain.10w.Female.fastq.gz	5743sTS.Human.Hindbrain.10w.Female.fastq.gz	ERR2598057	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598057/ERR2598057.fastq.gz	P-MTAB-75114	P-MTAB-75113	5743sTS.Human.Hindbrain.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5743sTS.Human.Hindbrain.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	hindbrain
5646sTS.Human.Kidney.10w.Female	ERS2510164	SAMEA4689980	Homo sapiens	normal	10 week post conception	12434	10	week	female	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5646sTS.Human.Kidney.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5646sTS.Human.Kidney.10w.Female	sequencing assay	ERX2614339	5646sTS.Human.Kidney.10w.Female.fastq.gz	5646sTS.Human.Kidney.10w.Female.fastq.gz	ERR2598058	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598058/ERR2598058.fastq.gz	P-MTAB-75114	P-MTAB-75113	5646sTS.Human.Kidney.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5646sTS.Human.Kidney.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	kidney
5709sTS.Human.Kidney.10w.Female	ERS2510165	SAMEA4689981	Homo sapiens	normal	10 week post conception	12522	10	week	female	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5709sTS.Human.Kidney.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5709sTS.Human.Kidney.10w.Female	sequencing assay	ERX2614340	5709sTS.Human.Kidney.10w.Female.fastq.gz	5709sTS.Human.Kidney.10w.Female.fastq.gz	ERR2598059	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598059/ERR2598059.fastq.gz	P-MTAB-75114	P-MTAB-75113	5709sTS.Human.Kidney.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5709sTS.Human.Kidney.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	kidney
5930sTS.Human.Kidney.10w.Female	ERS2510166	SAMEA4689982	Homo sapiens	normal	10 week post conception	12721	10	week	female	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5930sTS.Human.Kidney.10w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5930sTS.Human.Kidney.10w.Female	sequencing assay	ERX2614341	5930sTS.Human.Kidney.10w.Female.fastq.gz	5930sTS.Human.Kidney.10w.Female.fastq.gz	ERR2598060	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598060/ERR2598060.fastq.gz	P-MTAB-75114	P-MTAB-75113	5930sTS.Human.Kidney.10w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5930sTS.Human.Kidney.10w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	10 week post conception	kidney
1437sTS.Human.Heart.11w.Male	ERS2510179	SAMEA4689995	Homo sapiens	normal	11 week post conception	11697	11	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	1437sTS.Human.Heart.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	1437sTS.Human.Heart.11w.Male	sequencing assay	ERX2614354	1437sTS.Human.Heart.11w.Male.fastq.gz	1437sTS.Human.Heart.11w.Male.fastq.gz	ERR2598073	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598073/ERR2598073.fastq.gz	P-MTAB-75114	P-MTAB-75113	1437sTS.Human.Heart.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.1437sTS.Human.Heart.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	heart
1439sTS.Human.Kidney.11w.Male	ERS2510187	SAMEA4690003	Homo sapiens	normal	11 week post conception	11697	11	week	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	1439sTS.Human.Kidney.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	1439sTS.Human.Kidney.11w.Male	sequencing assay	ERX2614362	1439sTS.Human.Kidney.11w.Male.fastq.gz	1439sTS.Human.Kidney.11w.Male.fastq.gz	ERR2598081	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598081/ERR2598081.fastq.gz	P-MTAB-75114	P-MTAB-75113	1439sTS.Human.Kidney.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.1439sTS.Human.Kidney.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	kidney
2044sTS.Human.Heart.11w.Male	ERS2510180	SAMEA4689996	Homo sapiens	normal	11 week post conception	11755	11	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2044sTS.Human.Heart.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2044sTS.Human.Heart.11w.Male	sequencing assay	ERX2614355	2044sTS.Human.Heart.11w.Male.fastq.gz	2044sTS.Human.Heart.11w.Male.fastq.gz	ERR2598074	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598074/ERR2598074.fastq.gz	P-MTAB-75114	P-MTAB-75113	2044sTS.Human.Heart.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2044sTS.Human.Heart.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	heart
2046sTSb.Human.Liver.11w.Male	ERS2510189	SAMEA4690005	Homo sapiens	normal	11 week post conception	11755	11	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2046sTSb.Human.Liver.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2046sTSb.Human.Liver.11w.Male	sequencing assay	ERX2614364	2046sTSb.Human.Liver.11w.Male.fastq.gz	2046sTSb.Human.Liver.11w.Male.fastq.gz	ERR2598083	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598083/ERR2598083.fastq.gz	P-MTAB-75114	P-MTAB-75113	2046sTSb.Human.Liver.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2046sTSb.Human.Liver.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	liver
2047sTS.Human.Forebrain.11w.Male	ERS2510175	SAMEA4689991	Homo sapiens	normal	11 week post conception	11755	11	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2047sTS.Human.Forebrain.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2047sTS.Human.Forebrain.11w.Male	sequencing assay	ERX2614350	2047sTS.Human.Forebrain.11w.Male.fastq.gz	2047sTS.Human.Forebrain.11w.Male.fastq.gz	ERR2598069	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598069/ERR2598069.fastq.gz	P-MTAB-75114	P-MTAB-75113	2047sTS.Human.Forebrain.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2047sTS.Human.Forebrain.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	forebrain
2048sTSm.Human.Hindbrain.11w.Male	ERS2510183	SAMEA4689999	Homo sapiens	normal	11 week post conception	11755	11	week	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2048sTSm.Human.Hindbrain.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2048sTSm.Human.Hindbrain.11w.Male	sequencing assay	ERX2614358	2048sTSm.Human.Hindbrain.11w.Male.fastq.gz	2048sTSm.Human.Hindbrain.11w.Male.fastq.gz	ERR2598077	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598077/ERR2598077.fastq.gz	P-MTAB-75114	P-MTAB-75113	2048sTSm.Human.Hindbrain.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2048sTSm.Human.Hindbrain.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	hindbrain
2096sTS.Human.Cerebellum.11w.Male	ERS2510184	SAMEA4690000	Homo sapiens	normal	11 week post conception	11798	11	week	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2096sTS.Human.Cerebellum.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2096sTS.Human.Cerebellum.11w.Male	sequencing assay	ERX2614359	2096sTS.Human.Cerebellum.11w.Male.fastq.gz	2096sTS.Human.Cerebellum.11w.Male.fastq.gz	ERR2598078	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598078/ERR2598078.fastq.gz	P-MTAB-75114	P-MTAB-75113	2096sTS.Human.Cerebellum.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2096sTS.Human.Cerebellum.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	hindbrain
2110sTS.Human.Testis.11w.Male	ERS2510193	SAMEA4690009	Homo sapiens	normal	11 week post conception	11798	11	week	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2110sTS.Human.Testis.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2110sTS.Human.Testis.11w.Male	sequencing assay	ERX2614368	2110sTS.Human.Testis.11w.Male.fastq.gz	2110sTS.Human.Testis.11w.Male.fastq.gz	ERR2598087	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598087/ERR2598087.fastq.gz	P-MTAB-75114	P-MTAB-75113	2110sTS.Human.Testis.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2110sTS.Human.Testis.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	testis
2111sTS.Human.Forebrain.11w.Male	ERS2510176	SAMEA4689992	Homo sapiens	normal	11 week post conception	11798	11	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2111sTS.Human.Forebrain.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2111sTS.Human.Forebrain.11w.Male	sequencing assay	ERX2614351	2111sTS.Human.Forebrain.11w.Male.fastq.gz	2111sTS.Human.Forebrain.11w.Male.fastq.gz	ERR2598070	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598070/ERR2598070.fastq.gz	P-MTAB-75114	P-MTAB-75113	2111sTS.Human.Forebrain.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2111sTS.Human.Forebrain.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	forebrain
2112sTS.Human.Liver.11w.Male	ERS2510190	SAMEA4690006	Homo sapiens	normal	11 week post conception	11798	11	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2112sTS.Human.Liver.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2112sTS.Human.Liver.11w.Male	sequencing assay	ERX2614365	2112sTS.Human.Liver.11w.Male.fastq.gz	2112sTS.Human.Liver.11w.Male.fastq.gz	ERR2598084	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598084/ERR2598084.fastq.gz	P-MTAB-75114	P-MTAB-75113	2112sTS.Human.Liver.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2112sTS.Human.Liver.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	liver
2113sTS.Human.Heart.11w.Male	ERS2510181	SAMEA4689997	Homo sapiens	normal	11 week post conception	11798	11	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2113sTS.Human.Heart.11w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2113sTS.Human.Heart.11w.Male	sequencing assay	ERX2614356	2113sTS.Human.Heart.11w.Male.fastq.gz	2113sTS.Human.Heart.11w.Male.fastq.gz	ERR2598075	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598075/ERR2598075.fastq.gz	P-MTAB-75114	P-MTAB-75113	2113sTS.Human.Heart.11w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2113sTS.Human.Heart.11w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	11 week post conception	heart
